,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,phone,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,dayssince,Winterfell,Astapor
42751,5.2,5.0,5.0,1.11,False,9.1,0,False,54.5,180,1,0
3251,24.87,5.0,5.0,1.0,True,0.0,0,False,100.0,178,0,1
21131,14.56,5.0,4.0,1.0,False,0.0,5,True,100.0,169,0,0
26286,3.57,4.9,5.0,1.0,False,0.0,0,False,14.3,165,1,0
7489,1.87,5.0,5.0,1.38,False,66.7,3,False,0.0,163,0,1
17319,1.32,5.0,5.0,1.0,False,0.0,0,True,100.0,177,1,0
5983,3.53,5.0,5.0,1.0,True,0.0,0,True,100.0,178,0,1
4072,3.42,5.0,4.7,1.0,False,0.0,4,False,76.9,151,0,1
16783,2.69,5.0,5.0,1.0,False,0.0,2,False,50.0,173,0,1
5346,10.88,5.0,4.0,1.0,True,0.0,4,False,33.3,164,0,1
46945,3.39,5.0,3.5,1.0,True,0.0,1,True,100.0,166,1,0
40506,10.57,5.0,5.0,1.0,False,0.0,2,True,77.8,151,1,0
15510,6.8,4.6,4.6,1.0,True,0.0,3,False,50.0,165,0,1
31321,5.12,4.3,5.0,1.25,False,66.7,3,False,100.0,161,0,1
39898,8.7,5.0,5.0,1.0,True,0.0,2,True,33.3,157,0,1
6157,3.58,5.0,3.0,1.0,True,0.0,1,False,100.0,180,0,1
24875,17.98,5.0,5.0,1.0,False,0.0,0,True,100.0,164,1,0
9528,4.96,5.0,5.0,1.5,False,100.0,1,False,0.0,160,1,0
24339,1.42,5.0,4.0,1.5,False,50.0,0,False,100.0,155,0,1
13706,4.51,4.9,4.9,1.04,False,7.1,11,False,57.1,160,0,1
22155,2.39,5.0,5.0,1.92,True,66.7,3,False,33.3,163,0,1
23497,3.35,4.0,5.0,1.0,False,0.0,3,True,71.4,180,0,1
30895,13.96,5.0,5.0,1.0,False,0.0,0,False,100.0,170,1,0
16646,3.41,5.0,4.601559291274656,1.0,False,0.0,1,True,0.0,157,1,0
48196,2.82,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,173,1,0
19521,5.84,4.9,5.0,1.0,False,0.0,3,True,72.0,166,0,0
20907,1.84,4.8,4.9,1.04,False,4.3,10,True,50.7,166,0,0
19456,3.65,5.0,5.0,1.0,True,0.0,1,False,100.0,181,1,0
35478,4.66,4.9,4.2,1.23,True,30.0,3,True,40.0,163,1,0
178,4.46,2.0,4.0,1.0,False,0.0,1,False,100.0,152,0,1
19755,3.53,5.0,5.0,1.0,True,0.0,1,False,100.0,166,0,0
31989,2.45,4.5,4.9,1.0,False,0.0,9,False,78.8,157,0,1
29974,12.02,5.0,5.0,1.0,True,0.0,0,False,100.0,164,1,0
21075,15.76,4.5,5.0,1.0,False,0.0,2,True,100.0,180,1,0
6432,1.3,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,172,0,0
37441,1.54,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,163,0,0
39519,4.99,5.0,5.0,1.0,False,0.0,0,True,100.0,173,1,0
19261,3.8,5.0,5.0,1.0,False,0.0,2,False,50.0,166,0,1
15767,11.59,5.0,3.0,1.0,False,0.0,0,False,100.0,154,1,0
15913,4.82,5.0,5.0,1.0,False,0.0,0,False,33.3,171,0,0
3032,1.53,5.0,3.5,1.0,True,0.0,2,True,100.0,172,0,1
19374,7.47,4.9,5.0,1.0,True,0.0,1,True,83.3,174,1,0
25844,5.04,4.0,2.0,1.0,True,0.0,0,False,0.0,164,0,1
9179,7.3,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,172,1,0
8858,8.06,5.0,4.7,1.0,False,0.0,0,False,33.3,157,1,0
28378,1.77,4.3,5.0,1.0,False,0.0,5,False,88.9,155,1,0
13674,14.14,5.0,5.0,1.5,True,33.3,2,False,0.0,157,1,0
14935,3.41,5.0,5.0,1.25,False,50.0,0,False,50.0,173,0,1
16168,1.74,4.2,2.7,1.0,False,0.0,5,True,60.0,159,1,0
38765,1.92,5.0,5.0,1.0,True,0.0,1,False,100.0,177,1,0
22144,0.88,5.0,4.601559291274656,1.25,False,100.0,0,False,0.0,172,0,1
2589,4.24,4.7,5.0,1.0,False,0.0,1,True,73.3,158,1,0
37271,2.73,4.8,4.5,1.02,False,3.8,3,False,69.2,176,1,0
19560,12.62,5.0,5.0,1.0,False,0.0,1,False,66.7,174,0,1
15674,4.03,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,175,0,1
23972,1.56,5.0,4.7,1.0,True,0.0,4,False,40.0,164,1,0
14530,0.94,4.6,5.0,1.05,False,6.1,21,False,91.8,175,1,0
37133,4.92,4.8,4.0,1.0,False,0.0,0,False,50.0,174,1,0
14752,2.71,4.6,4.0,1.05,False,12.0,5,False,36.0,165,1,0
41892,5.11,4.0,4.601559291274656,1.0,False,0.0,1,False,0.0,156,1,0
10236,2.77,5.0,5.0,1.25,True,100.0,0,False,100.0,170,0,0
24643,6.73,5.0,5.0,1.0,False,0.0,1,False,0.0,172,1,0
34362,5.65,5.0,5.0,1.0,True,0.0,1,False,50.0,157,0,1
7206,4.63,4.7,4.8,1.04,True,7.4,3,True,70.4,178,0,1
18196,2.89,4.5,5.0,1.0,True,0.0,1,False,0.0,167,0,1
27949,5.62,4.9,4.6,1.68,False,45.5,3,False,45.5,181,1,0
7392,2.88,4.8,4.601559291274656,1.1,True,20.0,0,False,40.0,155,1,0
38215,17.63,5.0,5.0,1.0,False,0.0,1,True,100.0,174,1,0
8477,11.99,5.0,4.601559291274656,1.0,True,0.0,0,False,0.0,157,0,1
49744,3.57,4.7,4.3,1.0,False,0.0,3,False,100.0,177,0,1
21439,9.17,4.9,4.6,1.0,False,0.0,5,True,33.3,154,1,0
47001,4.41,5.0,4.7,1.0,True,0.0,0,True,50.0,151,0,1
43208,1.65,4.3,5.0,1.25,False,25.0,1,True,100.0,166,0,1
39598,9.91,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,160,1,0
17309,2.0,4.8,4.5,1.13,False,23.5,4,True,47.1,162,0,1
14183,2.18,4.3,5.0,1.08,False,6.7,5,False,50.0,180,1,0
45566,14.03,5.0,4.7,1.17,False,25.0,5,False,91.7,167,1,0
13382,6.73,5.0,5.0,1.13,False,50.0,0,False,0.0,166,1,0
21560,1.72,4.5,5.0,1.0,False,0.0,1,False,0.0,177,1,0
22032,3.04,5.0,5.0,1.25,False,100.0,1,False,100.0,151,0,0
27677,4.41,4.0,4.8,1.0,False,0.0,0,False,80.0,155,0,1
22781,5.16,4.7,4.6,1.0,False,0.0,0,False,57.1,176,1,0
46296,2.94,5.0,4.601559291274656,1.0,True,0.0,1,True,100.0,180,1,0
23194,1.67,5.0,5.0,1.0,True,0.0,1,False,0.0,177,0,0
17408,1.3,5.0,5.0,1.0,False,0.0,0,True,50.0,155,0,0
47801,7.34,5.0,4.0,1.0,True,0.0,0,False,20.0,179,0,0
18113,4.64,5.0,5.0,1.0,False,0.0,0,True,100.0,181,0,0
37634,5.28,5.0,5.0,1.0,False,0.0,1,True,0.0,177,1,0
38793,4.08,4.6,4.6,1.0,False,0.0,5,False,0.0,161,0,1
19090,0.81,2.0,4.0,1.0,True,0.0,0,False,100.0,177,0,0
21599,2.79,5.0,5.0,1.13,False,50.0,0,True,0.0,157,1,0
48389,0.9,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,168,0,0
32656,6.93,5.0,5.0,1.0,True,0.0,1,True,66.7,177,1,0
39376,3.9,4.8,4.9,1.0,True,0.0,1,False,31.6,158,0,1
37880,14.65,5.0,5.0,1.0,False,0.0,1,False,100.0,170,0,1
17448,17.52,5.0,5.0,1.0,True,0.0,1,False,100.0,175,1,0
29774,4.05,5.0,5.0,1.0,False,0.0,0,False,100.0,155,1,0
4864,1.88,4.5,4.0,1.0,False,0.0,1,False,50.0,174,1,0
42983,9.94,3.0,4.601559291274656,3.0,False,100.0,1,False,0.0,157,0,1
1761,3.7,4.7,4.8,1.06,False,16.9,18,True,40.7,155,0,0
47624,5.77,4.7,4.5,1.39,False,31.6,5,False,31.6,166,0,1
42339,5.53,4.7,4.4,1.07,False,8.7,5,True,69.6,171,1,0
40042,1.42,5.0,5.0,1.0,False,0.0,0,False,100.0,165,1,0
40866,15.43,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,157,0,0
12845,15.4,5.0,4.5,1.0,False,0.0,0,True,66.7,158,0,1
33448,4.75,4.7,4.0,1.83,False,100.0,0,False,0.0,153,1,0
28745,2.63,5.0,4.5,1.5,False,50.0,2,True,0.0,163,0,1
14846,6.39,4.6,3.5,1.0,False,0.0,5,False,0.0,156,1,0
26498,3.34,3.0,4.5,1.0,True,0.0,2,False,0.0,171,1,0
47331,1.44,5.0,5.0,1.0,False,0.0,1,False,100.0,179,0,0
44831,9.32,4.3,5.0,1.0,False,0.0,2,True,100.0,161,1,0
1677,4.61,4.1,4.4,1.0,False,0.0,2,True,55.6,152,1,0
32109,6.05,4.6,4.3,1.0,False,0.0,5,True,71.4,175,1,0
42080,2.35,4.7,5.0,1.0,True,0.0,4,False,73.9,176,1,0
48318,2.04,5.0,5.0,1.0,True,0.0,3,False,50.0,175,1,0
34170,18.04,4.0,5.0,1.0,False,0.0,1,False,100.0,166,1,0
35826,5.97,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,171,0,1
19054,2.84,4.7,4.0,1.0,True,0.0,0,False,71.4,168,1,0
39016,4.46,4.0,4.3,1.21,False,14.3,2,False,57.1,162,1,0
4108,0.48,5.0,5.0,1.0,False,0.0,0,True,100.0,172,1,0
45349,16.03,5.0,5.0,1.0,False,0.0,0,False,100.0,173,1,0
1293,3.39,5.0,4.601559291274656,1.0,False,0.0,0,True,100.0,166,0,1
7368,9.49,4.5,5.0,1.0,False,0.0,2,False,100.0,165,0,1
333,2.51,4.9,4.5,1.05,False,8.6,8,True,93.1,175,0,0
26270,6.54,4.0,5.0,1.0,False,0.0,0,True,100.0,153,0,1
2135,2.89,4.8,3.0,1.08,False,24.0,12,True,48.0,173,0,1
41093,3.15,4.77815819594771,1.0,1.75,False,100.0,0,False,0.0,158,0,1
31624,4.63,5.0,3.5,1.0,False,0.0,2,False,75.0,156,1,0
29216,5.11,5.0,5.0,1.0,False,0.0,2,True,100.0,175,0,0
43569,3.21,5.0,5.0,1.5,False,25.0,2,False,75.0,177,1,0
44976,2.9,4.7,4.5,1.06,False,7.5,16,True,67.5,160,1,0
8388,17.6,5.0,4.5,1.0,False,0.0,0,True,0.0,167,0,0
25997,12.75,5.0,4.7,1.0,False,0.0,0,False,16.7,152,1,0
26686,11.98,5.0,5.0,1.0,True,0.0,2,True,100.0,152,1,0
28635,4.01,5.0,5.0,1.0,False,0.0,1,True,0.0,164,1,0
12634,3.13,4.8,4.6,1.0,False,0.0,2,True,85.7,151,0,0
30749,4.74,5.0,4.7,1.15,False,16.0,6,False,88.0,164,0,1
18475,2.91,4.8,5.0,1.09,False,11.8,10,True,64.7,159,0,0
49286,5.17,5.0,5.0,1.0,False,0.0,1,False,0.0,162,0,1
10645,7.86,5.0,5.0,1.21,False,33.3,0,False,0.0,151,0,1
7999,7.28,5.0,3.8,1.0,False,0.0,0,True,20.0,170,1,0
29505,2.16,5.0,5.0,1.0,True,0.0,1,False,50.0,156,1,0
27544,2.87,4.5,3.5,1.0,True,0.0,4,True,50.0,166,1,0
27919,2.54,4.0,3.0,1.0,True,0.0,2,False,33.3,162,1,0
7156,12.56,2.0,4.601559291274656,1.0,True,0.0,1,True,100.0,181,0,1
1196,0.49,4.3,4.0,1.0,False,0.0,0,False,0.0,153,1,0
11124,5.7,5.0,5.0,1.03,True,11.1,0,False,55.6,170,1,0
29945,3.07,4.7,4.8,1.11,False,22.6,2,True,48.4,180,0,1
47481,10.05,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,171,0,1
961,8.85,5.0,5.0,1.0,False,0.0,1,True,100.0,157,0,0
32574,2.87,4.9,5.0,1.22,False,31.3,5,True,43.8,152,0,0
30024,1.72,5.0,4.601559291274656,1.0,True,0.0,1,False,100.0,168,0,1
37721,3.61,5.0,5.0,1.01,False,5.6,2,True,44.4,164,0,1
13726,3.24,5.0,4.601559291274656,1.0,False,0.0,1,False,0.0,177,0,1
23227,10.18,5.0,5.0,1.0,True,0.0,2,True,50.0,151,1,0
4404,1.16,5.0,4.601559291274656,1.0,True,0.0,0,False,66.7,163,0,0
27305,2.42,5.0,4.0,1.0,False,0.0,0,True,33.3,151,0,0
8944,6.8,5.0,4.601559291274656,1.25,False,100.0,0,False,0.0,181,1,0
20803,4.78,5.0,5.0,1.0,True,0.0,1,False,0.0,154,0,1
27975,4.0,5.0,5.0,1.0,True,0.0,1,True,100.0,152,0,1
45276,4.14,4.9,3.3,1.24,False,13.0,0,True,26.1,181,0,1
12599,3.66,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,153,0,1
18288,0.95,5.0,5.0,1.0,True,0.0,3,False,100.0,181,1,0
17420,11.35,4.7,5.0,1.0,False,0.0,0,False,100.0,156,0,0
16500,1.4,5.0,5.0,1.0,False,0.0,1,True,100.0,160,0,1
29923,8.76,4.7,4.8,1.0,False,0.0,0,True,28.6,169,0,1
6451,2.83,4.7,5.0,1.36,False,30.3,5,True,45.5,159,0,1
4774,2.83,4.6,4.7,1.0,True,0.0,6,True,57.1,154,1,0
45194,4.98,1.0,4.601559291274656,1.0,False,0.0,1,False,0.0,171,0,1
32468,4.96,4.3,4.601559291274656,1.5,False,33.3,0,False,66.7,157,1,0
6114,4.94,5.0,5.0,1.0,False,0.0,1,False,0.0,157,0,0
17928,4.28,5.0,4.601559291274656,1.25,False,100.0,0,False,0.0,157,1,0
14993,3.14,4.2,5.0,1.2,False,20.0,4,True,40.0,179,0,1
7845,11.22,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,160,0,1
47849,2.07,5.0,5.0,1.08,False,16.7,3,False,50.0,171,0,0
9114,2.4,5.0,4.601559291274656,1.0,False,0.0,2,False,0.0,172,0,1
6130,6.75,4.9,5.0,1.02,True,0.7,6,False,88.3,155,1,0
40563,1.61,4.8,4.8,1.06,False,11.4,7,True,72.2,174,0,1
9698,9.3,5.0,5.0,1.0,False,0.0,1,False,100.0,173,0,1
28133,1.69,5.0,4.0,1.0,True,0.0,1,False,75.0,151,0,1
42254,3.62,4.8,5.0,1.12,True,11.6,12,True,69.8,160,0,1
14392,25.27,5.0,5.0,1.0,False,0.0,1,False,100.0,155,0,1
45766,3.19,4.4,5.0,1.16,False,12.5,1,True,25.0,158,0,1
32576,3.31,5.0,4.601559291274656,1.17,False,33.3,2,True,0.0,151,0,1
18923,5.74,4.4,4.7,1.0,False,0.0,0,True,75.0,164,0,1
46339,6.97,5.0,5.0,1.0,False,0.0,2,False,100.0,171,0,0
29390,1.31,5.0,4.601559291274656,1.0,True,0.0,1,False,0.0,171,0,1
35288,9.56,4.9,4.8,1.0,False,0.0,5,True,100.0,163,1,0
5712,5.29,5.0,4.0,1.0,False,0.0,1,False,0.0,171,0,1
45280,8.42,4.0,4.601559291274656,1.0,True,0.0,1,True,100.0,159,1,0
3045,15.71,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,164,1,0
13697,4.99,5.0,5.0,1.0,True,0.0,2,False,80.0,163,0,0
22889,3.42,4.6,4.8,1.0,True,0.0,1,False,80.0,162,0,1
3293,4.98,4.7,4.7,1.01,False,4.5,3,True,68.2,179,1,0
7982,8.33,5.0,3.0,1.0,False,0.0,1,False,0.0,165,1,0
5264,2.58,5.0,3.7,1.0,True,0.0,2,True,50.0,167,1,0
34146,2.17,5.0,5.0,1.0,False,0.0,0,False,66.7,165,0,0
43219,6.15,5.0,3.3,1.14,False,14.3,0,True,57.1,156,0,1
42923,8.33,5.0,5.0,1.0,False,0.0,4,True,100.0,159,0,0
14527,1.49,5.0,4.5,1.0,False,0.0,3,False,100.0,155,1,0
7463,2.56,4.7,4.601559291274656,1.0,False,0.0,1,True,0.0,164,1,0
32382,3.41,5.0,5.0,1.0,False,0.0,0,False,100.0,153,0,0
23818,2.98,4.8,4.8,1.05,False,7.9,7,True,52.6,165,0,0
2521,2.51,5.0,4.5,1.13,False,50.0,2,False,0.0,164,0,1
26157,13.67,3.7,5.0,1.0,False,0.0,3,False,100.0,159,1,0
24716,4.81,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,157,1,0
25148,6.25,4.8,4.8,1.0,False,0.0,17,True,88.5,162,0,1
36632,4.84,4.0,4.601559291274656,1.0,True,0.0,1,False,100.0,158,1,0
12562,5.8,5.0,5.0,1.0,False,0.0,2,True,50.0,164,0,1
14175,9.04,5.0,5.0,1.0,False,0.0,2,True,100.0,164,0,1
3433,3.46,4.8,4.8,1.0,False,0.0,3,True,67.7,175,1,0
44665,2.07,4.5,5.0,1.13,False,25.0,3,False,50.0,170,1,0
24351,3.13,3.0,5.0,1.0,False,0.0,1,False,100.0,154,1,0
31396,4.83,4.7,5.0,1.0,False,0.0,2,True,40.0,159,1,0
5236,6.17,5.0,5.0,1.0,True,0.0,2,False,100.0,160,0,1
46982,2.97,4.7,5.0,1.22,True,11.1,1,True,55.6,157,0,1
48234,7.32,5.0,5.0,1.0,False,0.0,1,False,100.0,154,1,0
10689,2.82,4.7,3.9,1.05,False,18.8,1,False,31.3,181,1,0
6597,4.32,5.0,3.0,1.0,False,0.0,0,False,50.0,180,1,0
37353,3.76,5.0,5.0,1.0,False,0.0,0,False,0.0,174,0,1
29856,4.59,4.8,5.0,1.33,False,33.3,1,False,33.3,181,0,0
4513,2.83,4.9,4.9,1.09,False,16.3,18,True,60.5,152,0,0
28672,5.63,5.0,4.7,1.0,True,0.0,1,True,0.0,178,1,0
14955,4.29,5.0,4.5,1.0,False,0.0,2,False,100.0,153,0,1
1191,0.77,5.0,4.0,1.0,True,0.0,0,False,0.0,176,0,0
7313,1.03,4.5,4.5,1.25,False,50.0,0,False,0.0,180,0,0
42360,16.99,4.5,5.0,1.0,False,0.0,2,True,100.0,155,1,0
3772,3.38,5.0,5.0,1.0,False,0.0,6,False,86.7,153,0,0
30418,5.16,4.9,5.0,1.6,False,41.7,7,False,33.3,153,0,1
2084,7.89,5.0,5.0,1.0,True,0.0,2,False,42.9,178,1,0
38117,1.69,5.0,5.0,1.0,False,0.0,0,True,100.0,169,0,1
27872,2.23,5.0,4.7,1.0,False,0.0,2,False,0.0,164,1,0
33483,22.06,5.0,5.0,1.0,False,0.0,0,True,100.0,181,0,1
49490,0.22,5.0,4.601559291274656,1.0,True,0.0,0,True,100.0,181,0,0
16669,8.47,4.2,4.3,1.0,False,0.0,1,True,38.5,152,1,0
40878,3.21,4.9,4.9,1.09,True,14.3,3,True,71.4,176,0,0
19367,38.6,5.0,4.601559291274656,1.0,False,0.0,0,True,100.0,161,1,0
22900,3.37,4.0,5.0,1.0,True,0.0,0,False,0.0,157,1,0
29794,4.44,3.0,4.601559291274656,1.0,False,0.0,1,False,100.0,174,1,0
39106,6.89,4.8,5.0,1.0,False,0.0,1,True,50.0,164,1,0
22224,6.22,5.0,5.0,1.5,False,50.0,2,False,50.0,178,0,1
47683,6.05,4.8,5.0,1.14,False,15.0,1,True,82.5,166,1,0
23258,2.68,5.0,4.0,1.75,False,50.0,2,False,0.0,178,0,0
475,1.12,5.0,5.0,1.0,False,0.0,0,False,0.0,174,0,1
11718,4.01,4.5,3.0,1.11,False,22.2,5,True,44.4,169,0,0
44443,3.36,5.0,4.5,1.09,False,5.3,3,False,68.4,174,0,1
15886,16.86,5.0,5.0,1.0,False,0.0,1,False,0.0,165,1,0
38963,2.18,4.6,5.0,1.0,False,0.0,0,False,20.0,175,0,0
19392,3.81,5.0,4.0,1.5,False,100.0,0,False,100.0,180,0,1
16800,1.25,5.0,4.0,2.0,False,100.0,0,False,100.0,177,1,0
29366,3.33,4.8,4.6,1.0,False,0.0,0,True,47.8,181,1,0
3125,13.33,4.5,4.601559291274656,1.0,False,0.0,0,False,0.0,168,0,1
26383,3.94,4.4,4.0,1.0,False,0.0,1,False,40.0,164,1,0
34903,3.59,4.8,4.6,1.15,False,8.3,4,True,75.0,170,0,1
16991,5.71,4.8,4.9,1.11,False,19.0,3,False,52.4,174,0,0
37177,14.27,5.0,5.0,1.0,False,0.0,1,True,100.0,168,0,1
20305,1.27,4.0,4.601559291274656,1.0,False,0.0,1,False,100.0,158,0,1
20732,2.64,4.7,5.0,1.0,True,0.0,4,False,66.7,157,0,0
1299,14.0,5.0,5.0,1.0,False,0.0,0,False,0.0,161,0,1
3899,7.83,5.0,5.0,1.0,False,0.0,7,True,85.7,174,1,0
42324,3.19,5.0,5.0,1.0,False,0.0,1,False,100.0,165,0,1
31233,10.81,5.0,4.0,1.0,True,0.0,0,False,100.0,157,0,1
19318,3.5,4.7,4.4,1.0,True,0.0,2,True,57.1,156,0,1
41265,6.73,5.0,4.4,1.0,False,0.0,6,False,66.7,176,1,0
42710,5.71,5.0,5.0,1.13,True,50.0,0,False,50.0,162,0,0
11050,1.41,3.5,4.0,1.5,False,50.0,2,False,50.0,159,0,1
10675,1.48,4.8,4.5,1.0,True,0.0,3,False,0.0,158,1,0
45675,1.2,5.0,3.0,1.0,False,0.0,1,False,100.0,166,1,0
45551,7.44,5.0,5.0,1.0,False,0.0,0,True,100.0,161,0,1
32697,7.93,5.0,5.0,1.0,False,0.0,0,True,55.6,163,1,0
45620,15.72,5.0,5.0,1.0,False,0.0,1,False,0.0,165,1,0
45693,2.3,4.7,5.0,1.0,False,0.0,2,False,100.0,167,1,0
25746,1.65,5.0,5.0,1.0,False,0.0,3,False,33.3,152,0,1
45174,2.17,5.0,4.0,1.0,False,0.0,0,False,100.0,165,1,0
37417,2.15,4.7,4.9,1.01,True,4.8,7,False,57.1,165,1,0
49801,1.92,4.7,4.2,1.1,False,16.7,3,False,66.7,157,0,0
34285,20.49,3.5,4.601559291274656,1.0,False,0.0,0,False,0.0,157,1,0
14439,14.41,5.0,5.0,1.0,True,0.0,1,False,100.0,174,0,1
30329,2.89,4.5,3.5,1.0,False,0.0,5,True,44.4,165,1,0
29288,1.98,4.8,5.0,1.01,True,4.2,23,True,54.2,165,0,1
4077,2.85,5.0,4.8,1.25,False,25.0,0,False,50.0,159,0,1
17635,10.74,3.5,3.0,1.25,False,50.0,2,False,100.0,169,1,0
8293,3.55,4.5,4.5,1.19,False,50.0,0,False,50.0,169,1,0
10939,4.45,4.6,4.5,1.05,False,20.0,0,False,100.0,169,0,0
18811,5.02,4.3,4.601559291274656,1.04,False,16.7,1,True,66.7,157,0,0
37626,2.87,4.8,5.0,1.06,False,12.5,0,True,87.5,164,0,0
4878,11.14,5.0,5.0,1.0,True,0.0,2,False,100.0,166,0,0
10756,2.79,3.5,3.0,1.0,True,0.0,0,True,0.0,164,1,0
49486,3.38,5.0,4.5,1.05,False,4.3,2,True,47.8,180,0,1
15364,4.85,4.9,4.7,1.19,False,12.5,7,True,50.0,164,1,0
6628,4.61,4.7,4.9,1.27,False,28.6,27,True,80.2,173,1,0
44114,10.87,4.7,4.3,1.0,False,0.0,0,True,100.0,152,1,0
852,5.66,5.0,5.0,1.0,True,0.0,0,False,100.0,169,0,1
4498,4.56,4.6,5.0,1.04,False,5.5,25,True,71.8,161,0,1
8689,1.69,5.0,5.0,1.0,False,0.0,0,True,100.0,177,0,1
24084,1.04,5.0,4.601559291274656,1.0,True,0.0,0,True,0.0,156,0,1
31161,1.34,4.0,4.601559291274656,1.5,False,100.0,0,False,100.0,159,1,0
48890,3.8,4.7,4.8,1.01,False,1.9,18,False,75.8,177,1,0
4568,6.06,5.0,5.0,1.0,True,0.0,1,False,75.0,155,0,1
47338,7.44,4.7,4.8,1.08,False,7.7,1,False,84.6,175,1,0
48929,4.48,4.8,4.7,1.09,False,9.1,1,False,50.0,156,0,0
6274,10.22,4.5,5.0,1.0,True,0.0,0,True,0.0,157,1,0
28031,2.79,4.8,4.3,1.02,False,2.2,4,True,56.5,157,0,0
33175,8.05,5.0,5.0,1.0,True,0.0,0,False,100.0,158,0,1
44035,8.25,5.0,5.0,1.0,True,0.0,1,True,0.0,163,0,1
30124,2.94,3.8,3.4,1.0,False,0.0,2,True,100.0,179,1,0
20571,2.06,4.7,5.0,1.07,False,28.6,7,False,85.7,174,0,1
10835,2.79,4.8,5.0,1.0,False,0.0,1,True,60.0,170,1,0
11079,17.0,5.0,5.0,1.0,True,0.0,0,True,66.7,178,0,0
4095,7.12,4.6,4.5,1.19,False,25.0,1,False,75.0,156,1,0
30597,5.71,4.2,4.2,1.0,False,0.0,7,False,80.0,161,1,0
35614,4.14,5.0,4.601559291274656,1.0,True,0.0,1,False,100.0,181,0,1
14457,3.15,4.7,4.5,1.21,False,34.3,6,False,62.9,159,0,0
27130,11.39,5.0,5.0,1.0,False,0.0,0,False,100.0,151,1,0
21521,2.62,5.0,4.8,1.0,False,0.0,5,False,75.9,172,0,0
14148,3.54,5.0,5.0,1.1,False,20.0,2,False,45.0,156,0,0
34471,15.83,4.7,5.0,1.0,True,0.0,0,True,0.0,173,0,0
43854,4.62,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,156,1,0
43040,3.78,5.0,4.601559291274656,1.0,True,0.0,0,False,0.0,158,1,0
16526,1.75,5.0,4.601559291274656,1.0,True,0.0,0,False,0.0,174,1,0
26154,2.76,4.9,4.3,1.04,False,4.2,5,True,58.3,179,0,0
1834,2.86,4.5,5.0,1.0,True,0.0,3,False,75.0,170,1,0
8720,3.5,4.8,4.6,1.02,False,8.3,5,True,83.3,159,0,1
3956,6.86,5.0,5.0,1.25,True,50.0,0,False,0.0,157,1,0
40171,3.86,4.6,4.6,1.11,False,11.8,19,False,85.7,152,0,1
27226,6.82,5.0,4.0,1.0,False,0.0,0,False,100.0,156,1,0
7907,3.34,4.1,4.5,1.0,False,0.0,1,False,45.5,167,1,0
15824,15.66,5.0,5.0,1.0,True,0.0,1,True,50.0,161,1,0
20981,5.66,4.7,4.9,1.0,False,0.0,4,False,64.7,170,0,1
33718,9.75,5.0,5.0,1.0,True,0.0,2,True,100.0,173,1,0
13194,2.65,5.0,4.0,1.0,True,0.0,2,True,0.0,178,1,0
8812,4.23,5.0,5.0,1.0,True,0.0,0,False,100.0,172,1,0
10881,4.38,4.9,4.8,1.07,False,14.3,3,True,85.7,158,0,0
5094,3.32,5.0,5.0,1.0,False,0.0,0,False,0.0,166,1,0
40255,15.88,5.0,5.0,1.0,True,0.0,0,False,0.0,171,1,0
25675,3.71,5.0,4.5,1.0,False,0.0,1,True,75.0,171,0,0
35249,5.52,5.0,4.601559291274656,1.0,True,0.0,0,False,0.0,163,1,0
27454,2.39,4.7,4.6,1.22,False,24.0,6,True,64.0,161,0,1
3573,3.85,5.0,4.5,1.0,True,0.0,1,False,100.0,169,0,1
38259,2.24,5.0,5.0,1.11,False,14.3,2,True,85.7,158,0,0
24719,1.15,4.8,4.5,1.2,False,28.6,9,False,92.9,160,1,0
19804,6.53,4.4,4.2,1.0,False,0.0,1,False,76.5,156,1,0
49102,7.84,5.0,4.5,1.0,True,0.0,2,False,0.0,158,0,1
37475,2.47,4.7,4.4,1.07,False,16.1,3,False,58.1,160,0,0
12779,11.25,5.0,5.0,1.0,False,0.0,1,False,0.0,159,0,0
40628,11.35,5.0,4.601559291274656,1.0,True,0.0,1,False,100.0,181,0,1
31120,1.29,5.0,4.0,1.0,False,0.0,0,False,100.0,151,0,0
8738,5.34,5.0,5.0,1.0,True,0.0,0,False,100.0,170,1,0
32442,2.68,4.9,4.5,1.0,False,0.0,3,True,60.0,156,1,0
39887,4.96,4.6,4.1,1.0,False,0.0,8,True,81.2,175,1,0
36209,15.54,5.0,5.0,1.0,True,0.0,0,False,100.0,156,1,0
